4.57214620896e-01 -1.86967980117e-02 4.78317674249e-01
-1.35247568600e-01 -5.23907996714e-01 -7.34328540973e-01
-4.64162515476e-01 -3.84249863215e-01 2.74177146144e-01
-2.74978559464e-02 -4.15470607579e-01 -5.93536505476e-02
3.00470804796e-01 2.70215459168e-01 3.58450235799e-02
5.56228443980e-01 -4.83703200705e-01 -1.95486334153e-01
8.21930149570e-01 -2.52161377110e-01 -3.56872393750e-01
1.58451034687e-01 2.10951535031e-01 2.41091216914e-01
2.26738128811e-01 -2.36933755688e-01 6.64125592448e-01
8.01657195203e-01 -6.68220780790e-03 9.29364804178e-02
8.68310509250e-02 -8.05018543266e-01 -2.74951986037e-01
-3.74809883535e-01 3.36300917901e-01 -5.49106100574e-01
-4.61737578735e-02 2.60342946276e-02 3.16471309401e-01
-3.92602728680e-01 -4.94402947836e-01 2.93004332110e-01
9.08129131421e-02 -5.49376992509e-01 -3.26229270548e-01
9.83689832501e-01 1.69932842255e-03 -1.35800257325e-01
-4.22680212185e-01 -7.91499992833e-01 -1.28784600645e-01
-1.22712475248e-01 4.74641782232e-01 1.96999870241e-02
1.42782992683e-01 1.39095690101e-01 -2.58347608149e-01
6.77709203213e-01 6.27055065706e-02 8.30890210345e-02
-2.38425204530e-01 1.77217999473e-01 2.92186218314e-01
4.72365381196e-01 6.53663330711e-01 4.28415465169e-01
8.40456123464e-01 -9.72316134721e-02 -8.95783156157e-02
8.18844782189e-02 -6.54425347224e-01 -6.88221384771e-01
1.78821749054e-01 6.62603124045e-01 -9.62807228789e-02
-5.26683505625e-01 -1.55544782989e-01 4.88306089304e-01
